id,location,latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
657,"808+-+411+Mackay+Street,Lindenlea/new+Edinburgh+Ottawa",45.4393629,-75.6777214,K1M 2K5,83,Residential,Apartment,2017,2,3,2,2,0,0,"949,900"
658,"324+Clemow+Avenue,The+Glebe+Ottawa",45.4017146,-75.6994164,K1S 2B8,57,Residential,Detached,,4,4,2,1,33.53,15.24,"1,588,000"
659,"5409+Boundary+Road,Navan+Ottawa",45.342481,-75.4408392,K4B 1P6,1,Commercial,,1962,,,4,,127.23,24.38,"599,000"
660,"283+Fountainhead+Drive,Mer+Bleue/bradley+Estates+Ottawa",45.4245634,-75.5108119,K1W 0N9,1,Residential,Row Unit,2020,3,3,2,1,28.69,6.46,"567,900"
661,"504+-+50+Burnside+Avenue,Mechanicsville+Ottawa",45.4085342,-75.7321965,K1Y 2M2,53,Residential,Apartment,1982,2,1,1,0,0,0,"399,900"
662,"42+Huntings+End+Avenue,Bridlewood+Ottawa",45.2910279,-75.8638108,K2M 1R3,44,Residential,Detached,1989,6,4,6,2,33.53,15.24,"679,000"
663,"506+Moodie+Drive,Westcliffe+Estates+Ottawa",45.3155322,-75.8298542,K2H 8A7,50,Residential,Detached,1958,5,2,4,0,44.67,16.91,"699,000"
664,"301+-+682+Churchill+Avenue,Westboro+Ottawa",45.3956873,-75.7559802,K1Z 5G5,67,Residential,Apartment,2010,2,1,1,1,0,0,"399,900"
665,"8373+Rowan+Drive,Metcalfe+Ottawa",45.2372233,-75.4635219,,6,Single Family,,1984,7,2,,,,,"479,900"
666,"137+Medhurst+Drive,Tanglewood+Ottawa",45.3353029,-75.7496425,K2G 4J9,32,Residential,Detached,1986,6,4,5,2,30.48,15.24,"700,000"
667,"412+-+205+Bolton+Street,Lower+Town+Ottawa",45.4350851,-75.6938192,K1N 1K7,74,Residential,Apartment,2006,1,1,1,1,0,0,"389,900"
668,"343+Shakespeare+Street,Vanier+Ottawa",45.4399523,-75.6570489,K1L 5M1,71,Residential,Detached,,2,2,3,0,28.96,10.06,"479,900"
669,"2203+-+179+George+Street,Ottawa",45.4290087,-75.6878022,K1N 1J8,97,Residential,Apartment,2006,2,2,1,1,0,0,"629,900"
670,"1603+-+428+Sparks+Street,Centretown+Ottawa",45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,2,2,1,1,0,0,"725,000"
671,"402+-+100+Champagne+Avenue,Little+Italy+Ottawa",45.3983203,-75.711752,K1S 4P4,79,Residential,Apartment,2013,1,1,1,1,0,0,"434,900"
672,"2013+Prince+Of+Wales+Drive,Rideau+Shores+Ottawa",45.3452559,-75.6994615,K2C 3J7,15,Lots/Acreage,,,,,,,138.38,42.67,"799,900"
673,"1215+-+235+Kent+Street,Centre+Town+Ottawa",45.4165446,-75.6994549,K2P 1Z9,96,Residential,Apartment,2009,2,2,1,1,0,0,"514,000"
674,"D+-+1508+Beaverpond+Drive,Pineview+Ottawa",45.4228632,-75.6000797,K1B 3R8,34,Residential,Row Unit,1976,3,3,1,0,0,0,"289,900"
675,"905+-+180+York+Street,Lower+Town+Ottawa",45.4296856,-75.6885901,K1N 1J8,97,Residential,Apartment,2003,1,1,0,0,0,0,"296,900"
676,"410+-+180+York+Street,Ottawa+Ottawa",45.4296856,-75.6885901,,97,,Apartment,,1,1,,,,,"329,000"
677,"1598+Prince+Of+Wales+Drive,Carleton+Heights+Ottawa",45.3627411,-75.700717,K2C 1P3,49,Lots/Acreage,,,,,,,59.1,23.96,"699,000"
678,"1909+-+199+Slater+Street,Centretown+Ottawa",45.4199156,-75.6989661,K1P 0C8,97,Residential,Apartment,2015,2,2,1,1,0,0,"562,000"
679,"168+Goulburn+Avenue,Sandy+Hill+Ottawa",45.4237217,-75.6727445,K1N 8E2,67,Residential,Semi Detached,1928,3,2,1,0,30.48,6.19,"849,900"
680,"519+Kochar+Drive,Prince+Of+Whales+On+The+Rideau+Ottawa",45.3611226,-75.6979328,K2C 4G9,24,Residential,Detached,2006,7,4,6,2,37.4,15.24,"1,299,000"
681,"260+Cloverdale+Road,Rockcliffe+Park+Ottawa",45.4498727,-75.6730311,K1M 0X2,42,Residential,Detached,,5,4,6,1,31.7,38.85,"2,790,000"
682,"1606+-+158+Mcarthur+Avenue,Chateau+Vanier+Ottawa",45.4306706,-75.6632267,K1L 8C9,76,Residential,Apartment,1971,2,1,1,1,0,0,"265,000"
683,"5274+Driscoll+Drive,Manotick+Long+Island+Ottawa",45.2395898,-75.6993062,K4M 1E9,8,Residential,Detached,1960,3,2,5,1,22.86,38.1,"699,000"
684,"64+Crystal+Beach+Drive,Crystal+Beach+Ottawa",45.3465331,-75.8323458,K2A 0E8,11,Residential,Semi Detached,1962,5,3,3,0,30.19,11.43,"519,900"
685,"547+Somerset+Street,Centretown+Ottawa",45.4132463,-75.7019687,K1R 5J9,90,Multifamily,,2018,,,1,,22.94,9.14,"2,800,000"
686,"247+Berrigan+Drive,Longfields+-+Barrhaven+Ottawa",45.2803984,-75.7369001,K2J 5C4,38,Residential,Detached,2003,5,4,4,2,30.04,10.52,"729,900"
687,"3373+Riverside+Drive,Revelstoke/mooneys+Bay+Ottawa",45.3535348,-75.6923094,K1V 8P3,9,Residential,Detached,1961,4,2,6,1,33.83,19.75,"624,900"
688,"263+Cresthaven+Drive,Chapman+Mills+Ottawa",45.2740802,-75.7081509,K2G 6W3,30,Residential,Row Unit,2003,3,3,2,1,26.82,7.5,"479,900"
689,"101+-+800+Mckellar+Avenue,Carlingwood+Ottawa",45.3750524,-75.7603559,K2A 2X5,74,Residential,Apartment,1986,2,1,1,1,0,0,"320,000"
690,"5646+Ficko+Crescent,Ottawa",45.28125,-75.6276176,K1X 1H3,1,Residential,Detached,2002,5,3,6,2,30.18,48.77,"569,000"
691,"1206+-+151+Bay+Street,Centre+Town+Ottawa",45.4177878,-75.7060547,K1R 7T2,84,Residential,Apartment,1977,1,2,1,1,0,0,"424,900"
692,"37+-+207+Harriot+Private,Hunt+Club/+Greenboro+Ottawa",45.3673839,-75.6372062,K1T 3C9,17,Residential,Row Unit,1987,2,2,2,1,0,0,"324,500"
693,"301+-+150+Greenfield+Avenue,Ottawa+East+Ottawa",45.4151017,-75.6800852,K1S 5W6,62,Residential,Apartment,2019,2,2,1,1,0,0,"508,400"
694,"2025+Thistle+Crescent,Alta+Vista+Ottawa",45.3934261,-75.6441945,K1H 5P4,22,Residential,Detached,1968,4,5,6,2,27.43,21.34,"1,244,900"
695,"2007+-+200+Rideau+Street,Sandy+Hill+Ottawa",45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2009,2,2,1,1,0,0,"875,000"
696,"604+-+199+Slater+Street,Centre+Town+Ottawa",45.4199156,-75.6989661,K1P 0A6,97,Residential,Apartment,2016,0,1,0,0,0,0,"299,000"
697,"2204+-+1025+Richmond+Road,Woodroffe+Ottawa",45.3755447,-75.7778244,K2B 8G8,62,Residential,Apartment,1979,2,2,1,1,0,0,"449,900"
698,"1111+-+429+Somerset+Street,Centretown+Ottawa",45.414756,-75.6983554,K2P 2P5,97,Residential,Apartment,2003,1,1,0,0,0,0,"399,900"
699,"459+Highcroft+Avenue,Westboro+Ottawa",45.3903991,-75.7513678,K1Z 5J3,77,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,229,000"
700,"457+Highcroft+Avenue,Westboro+Ottawa",45.3904543,-75.7514088,K1Z 5J3,77,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,229,000"
701,"84+Rembrandt+Drive,Embrun+Ottawa",45.2809748,-75.2609867,K0A 1W0,7,Residential,Detached,2006,5,5,6,2,31.78,23.14,"749,900"
702,"2445+Clementine+Boulevard,Heron+Park+Ottawa",45.3765021,-75.6730171,K1V 8E1,65,Multifamily,,1950,,,5,,30.48,15.24,"899,900"
703,"305+Clemow+Avenue,Ottawa+Ottawa",45.4026751,-75.6984251,,�,,3-Storey,,5,5,,,,,
704,"1605+Digby+Street,Riverview+Park+Ottawa",45.4063554,-75.638026,K1G 0P5,48,Residential,Detached,1958,2,2,5,1,30.37,16.99,"789,900"
705,"701+-+428+Sparks+Street,Centretown+Ottawa",45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,1,1,0,0,0,0,"409,900"
706,"273+Duncairn+Avenue,Westboro+Ottawa",45.3860634,-75.7466271,K1Z 7H1,65,Residential,Detached,1948,3,1,6,2,29.08,19.37,"1,250,000"
707,"273+Duncairn+Avenue,Westboro+Ottawa",45.3860634,-75.7466271,K1Z 7H1,65,Residential,Detached,1948,3,1,6,2,29.08,19.37,"1,250,000"
708,"189+Stanley+Avenue,New+Edinburgh+Ottawa",45.4393428,-75.6866457,K1M 1P2,52,Lots/Acreage,,,,,,,35.36,20.73,"1,575,000"
709,"189+Stanley+Avenue,New+Edinburgh+Ottawa",45.4393428,-75.6866457,K1M 1P2,52,Lots/Acreage,,,,,,,35.36,20.73,"1,575,000"
710,"204+-+760+Chapman+Mills+Drive,Chapman+Mills+Ottawa",45.2733803,-75.7195509,K2J 3V2,31,Residential,Apartment,2012,2,2,1,0,0,0,"389,000"
711,"29+Mclennan+Way,Kanata+Ottawa",45.2991078,-75.8923685,,60,,2-Storey,,4,3,,,,,"599,900"
712,"360+Woodfield+Drive,Nepean+Ottawa",45.3343965,-75.7432933,K2G 3W9,23,Residential,Row Unit,1978,3,1,1,0,0,0,"299,900"
713,"233+Mackay+Street,New+Edinburgh+Ottawa",45.4409646,-75.6842831,K1M 2B6,69,Residential,Detached,,4,4,2,0,23.62,9.14,"1,295,000"
714,"227+Royal+Avenue,Westboro+West+Ottawa",45.3974452,-75.7580772,K2A 1T8,63,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,450,000"
715,"623+-+1025+Grenon+Avenue,Fairfield+Heights+Ottawa",45.3542378,-75.7964215,K2B 8S5,62,Residential,Apartment,1990,2,2,1,1,0,0,"299,900"
716,"11+Birch+Avenue,Manor+Park+Ottawa",45.4546944,-75.6617223,K1K 3G4,27,Residential,Detached,1948,3,3,3,1,25.91,18.29,"1,149,999"
717,"301+-+1500+Riverside+Drive,Riverview+Park+Ottawa",45.3892985,-75.6767516,K1G 4J4,30,Residential,Apartment,1986,2,2,1,1,0,0,"539,900"
718,"1169+Rideau+Bend+Crescent,Rideau+Forest+Ottawa",45.2369894,-75.6471046,K4M 1B5,4,Residential,Detached,1989,4,4,6,2,103.89,111.41,"1,200,000"
719,"3548+Paul+Anka+Drive,Hunt+Club+Ottawa",45.3437785,-75.6719865,K1V 9K7,40,Lots/Acreage,,,,,,,33.22,18.54,"349,880"
720,"1530+Prince+Of+Wales+Drive,Carleton+Heights+Ottawa",45.3654123,-75.7011147,K2C 1P1,54,Residential,Detached,1987,5,4,7,2,59.29,16,"1,150,000"
721,"6081+Renaud+Road,Orleans+Ottawa",45.4291375,-75.5191386,K1C 7G4,1,Residential,Detached,,3,2,6,0,47.24,30.48,"539,000"
722,"412+-+60+Springhurst+Avenue,Old+Ottawa+East+Ottawa",45.4105556,-75.6778232,K1S 5V8,67,Residential,Apartment,2019,1,1,1,1,0,0,"499,500"
723,"2512+-+515+St+Laurent+Boulevard,Viscount+Alexander+Park+Ottawa",45.4441568,-75.6475355,K1K 3X5,72,Residential,Apartment,1972,2,1,1,1,0,0,"324,999"
724,"405+-+959+North+River+Road,Overbrooke+Ottawa",45.4287972,-75.6680775,K1K 3V3,68,Residential,Apartment,1988,2,2,1,1,0,0,"450,000"
725,"122+Willingdon+Road,Rockcliffe+Park+Ottawa",45.4485027,-75.6818446,,30,,2-Storey,,4,4,,,,,"2,499,000"
726,"1403+-+475+Laurier+Avenue,Centretown+Ottawa",45.416494,-75.7046484,K1R 7X1,90,Residential,Apartment,1984,1,1,1,0,0,0,"299,900"
727,"7+-+510+Stonefield+Private,Barrhaven+Ottawa",45.271595,-75.7075266,K2G 4R3,35,Residential,Apartment,2010,2,2,1,0,0,0,"369,900"
728,"816+Stanstead+Road,Ottawa+South+Ottawa",45.3615148,-75.6738548,K1V 6Y7,17,Residential,Detached,1973,4,3,2,1,30.48,15.47,"729,900"
729,"21+Dolan+Drive,Barrhaven+Ottawa",45.2762673,-75.7550394,K2J 1V5,52,Residential,Semi Detached,,3,2,2,1,26.74,9.14,"469,900"
730,"1674+Boyer+Road,Gloucester+Ottawa",45.461029,-75.5298954,,�,,2-Storey,,4,3,,,,,
731,"404+-+180+York+Street,Byward+Market+Ottawa",45.4296856,-75.6885901,K1N 1J6,97,Residential,Apartment,2003,1,1,0,0,0,0,"304,900"
732,"322+Perrier+Avenue,Vanier+Ottawa",45.442791,-75.6587126,K1L 5C7,54,Lots/Acreage,,,,,,,30.48,16.46,"489,000"
733,"413+-+224+Lyon+Street,Centre+Town+Ottawa",45.4114596,-75.6985679,K1R 5E6,92,Residential,Apartment,2015,0,1,0,0,0,0,"288,800"
734,"505+-+545+St+Laurent+Boulevard,Viscount+Alexander+Park+Ottawa",45.4448909,-75.6481926,K1K 4H9,77,Residential,Apartment,1986,3,3,1,1,0,0,"557,500"
735,"127+Noel+Street,New+Edinburgh+Ottawa",45.4437036,-75.6802511,K1M 2A4,71,Residential,Detached,1955,4,3,3,0,36.94,13.17,"1,299,000"
736,"48+Vaan+Drive,Merivale+Gardens+Ottawa",45.3237405,-75.7399145,K2G 0C6,8,Residential,Detached,,2,1,3,0,45.72,40.84,"529,900"
737,"27+Lambton+Avenue,Ottawa",45.4458117,-75.6735482,K1M 0Z8,69,Residential,Semi Detached,2021,3,3,2,1,24.84,7.62,"1,325,000"
738,"101+-+238+Besserer+Street,Sandy+Hill+Ottawa",45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2013,1,1,1,1,0,0,"459,900"
739,"396+Via+Verona+Avenue,Longfields+Ottawa",45.2823078,-75.7482825,K2J 5X8,42,Residential,Row Unit,2013,3,3,2,1,36.52,6,"487,900"
740,"824+Nesbitt+Place,Ottawa+Ottawa",45.3674795,-75.6994763,,�,,2-Storey,,4,3,,,,,
741,"461+Cloverdale+Road,Rockcliffe+Park+Ottawa",45.4525769,-75.6748153,K1M 0Y5,20,Residential,Detached,2001,7,6,8,2,45.72,27.43,"3,350,000"
742,"3518+Aladdin+Lane,Blossom+Park+Ottawa",45.3401862,-75.63397,K1T 1E1,19,Residential,Row Unit,1976,3,2,1,0,0,0,"295,000"
743,"26+Concord+Street,Canal+East+Ottawa",45.3959374,-75.6883718,K1S 0Y2,62,Lots/Acreage,,,,,,,20.12,14.02,"949,900"
744,"1342+Kingston+Avenue,Carlington+Ottawa",45.3746832,-75.7301741,K1Z 8L2,40,Multifamily,,1955,,,6,1,29.26,14.71,"749,900"
745,"2001+-+199+Slater+Street,Centre+Town+Ottawa",45.4199156,-75.6989661,K1P 0C8,97,Residential,Apartment,2016,2,2,1,1,0,0,"549,900"
746,"6803+Farmstead+Ridge,North+Gower+Ottawa",45.119024,-75.7217015,K0A 2T0,2,Residential,Detached,2002,3,2,8,2,68.33,37.59,"649,900"
747,"A+-+239+Fairmont+Avenue,Civic+Hospital+Ottawa",45.3993947,-75.7201288,K1Y 1X4,71,Residential,Semi Detached,2011,3,4,2,2,25.6,6.1,"1,099,000"
748,"801+-+20+The+Driveway+Avenue,Golden+Triangle+Ottawa",45.4194649,-75.6846786,K2P 1C8,82,Residential,Apartment,1975,2,2,1,1,0,0,"799,900"
749,"653+Highland+Avenue,Highland+Park/+Westboro+Ottawa",45.3817719,-75.7556804,K2A 2K5,67,Residential,Detached,1947,4,3,5,1,31.5,15.24,"879,900"
750,"1011+-+1505+Baseline+Road,Copeland+Park+Ottawa",45.3609061,-75.7433132,K2C 3L4,44,Residential,Apartment,,2,1,1,1,0,0,"319,900"
751,"116+-+955+Beauparc+Private,Place+Des+Gouverneurs+Ottawa",45.4238265,-75.6263825,K1J 0A2,51,Residential,Apartment,2007,1,1,1,1,0,0,"339,900"
752,"1707+-+255+Bay+Street,Ottawa+Centre+Ottawa",45.4153695,-75.7037667,K1R 0C5,92,Residential,Apartment,2016,2,2,1,1,0,0,"660,000"
753,"1004+-+234+Rideau+Street,Sandy+Hill+Ottawa",45.4276049,-75.6876874,K1N 0A9,96,Residential,Apartment,2011,1,1,1,1,0,0,"399,000"
754,"2E+-+150+York+Street,Lower+Town+Ottawa",45.4294031,-75.6894949,K1N 1K9,97,Residential,Apartment,2005,0,1,0,0,0,0,"285,000"
755,"274+Iona+Street,Westboro+/+Hampton+Park+Ottawa",45.3905228,-75.7439014,K1Z 7B8,68,Residential,Semi Detached,2020,3,4,2,1,0,12.16,"1,050,000"
756,"1002+-+374+Cooper+Street,Ottawa+Centre+Ottawa",45.4161954,-75.69598,K2P 2P4,97,Residential,Apartment,2002,2,2,1,1,0,0,"775,000"
757,"501+-+245+Kent+Street,Ottawa",45.4099722,-75.6945135,K2P 0A5,97,Residential,Apartment,2009,2,3,2,2,0,0,"1,154,600"
758,"39+Argyle+Avenue,Golden+Triangle+Ottawa",45.413334,-75.6852013,K2P 1B3,83,Residential,Detached,1908,5,4,2,1,30.18,8.38,"999,000"
759,"408+-+98+Richmond+Road,Westboro+Ottawa",45.3908219,-75.756821,K1Z 0B2,81,Residential,Apartment,2015,1,1,1,1,0,0,"429,900"
760,"402+-+224+Lyon+Street,Centre+Town+Ottawa",45.4116462,-75.6989693,K1R 5E6,92,Residential,Apartment,2015,1,1,0,0,0,0,"324,900"
761,"900+Pinecrest+Road,Fairfield+Heights+Ottawa",45.3560731,-75.7939173,K2B 6B3,49,Multifamily,,1965,,,6,,34.95,15.24,"750,000"
762,"900+Pinecrest+Road,Fairfield+Heights+Ottawa",45.3560731,-75.7939173,K2B 6B3,49,Multifamily,,1965,,,6,,34.95,15.24,"750,000"
763,"1445+Lexington+Street,Courtland+Park+Ottawa",45.3703188,-75.710004,K2C 1S1,43,Residential,Detached,2014,5,6,6,2,30.48,16.15,"1,350,000"
764,"706+-+333+Chapel+Street,Sandy+Hill+Ottawa",45.4263783,-75.6768759,K1N 8Y8,80,Residential,Apartment,1975,2,2,1,1,0,0,"362,500"
765,"329+Smyth+Road,Riverview+Park+Ottawa",45.3991199,-75.6551593,K1H 2J1,28,Residential,Detached,2006,4,5,6,2,29.7,19.41,"1,099,000"
766,"177+Stanley+Avenue,New+Edinburgh+Ottawa",45.4395972,-75.6872296,K1M 1P2,52,Residential,Detached,1882,2,4,2,0,30.18,6.1,"1,250,000"
767,"4+Southland+Crescent,Hunt+Club+Park+Ottawa",45.3705947,-75.6201067,K1G 5E4,35,Residential,Detached,1988,6,4,6,2,30.5,13.1,"699,900"
768,"410+-+2650+Southvale+Crescent,Sheffield+Glen+Ottawa",45.3954012,-75.6103884,K1B 4S9,42,Residential,Apartment,1974,2,2,2,1,0,0,"269,900"
769,"13+Barnstone+Drive,Nepean+Ottawa",45.2723983,-75.7055101,,28,,2-Storey,,3,3,,,,,"529,000"
770,"56+Sweetbay+Circle,Stittsville+Ottawa",45.2826554,-75.9271429,K2S 0W8,14,Residential,Detached,2016,4,5,4,2,27.01,10.97,"739,000"
771,"30+Mattamy+Place,Centrepointe+Ottawa",45.3408173,-75.7587342,K2G 6J9,55,Residential,Detached,1997,6,5,4,2,22.5,13.3,"999,000"
772,"812+Petra+Private,Kanata+Lakes+Ottawa",45.3207689,-75.9260031,K2T 0G3,33,Residential,Row Unit,2010,3,3,2,1,26.99,7.21,"739,900"
773,"30+Kings+Landing+Private,Canal+East+Ottawa",45.4169453,-75.6794814,K1S 5P8,62,Residential,Row Unit,1999,2,3,2,1,25.67,4.88,"850,000"
774,"1820+Thornecrest+Street,Chapel+Hill+Ottawa",45.4479231,-75.5269697,K1C 6K9,43,Residential,Detached,1991,5,4,8,2,44.53,13,"899,900"
775,"506+Moodie+Drive,Westcliffe+Estates+Ottawa",45.3155322,-75.8298542,K2H 8A7,50,Residential,Detached,1958,5,2,4,0,44.67,16.91,"699,000"
776,"278+Spencer+Street,Wellington+Viliage+Ottawa",45.3990846,-75.7406441,K1Y 2R2,83,Lots/Acreage,,,,,,,30.18,10.5,"770,000"
777,"E4+-+224+Lyon+Street,Centretown+Ottawa",45.4159256,-75.7028331,K1R 0C1,96,Residential,,2015,0,,1,1,0,0,"39,900"
778,"1102+-+200+Rideau+Street,Sandy+Hill+Ottawa",45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2008,1,1,1,1,0,0,"444,900"
779,"11+-+12+Clarence+Street,Lower+Town+Ottawa",45.4282036,-75.6951048,K1N 5P3,95,Residential,Apartment,1997,2,2,1,1,0,0,"499,900"
780,"152+Third+Avenue,Glebe+Ottawa",45.4020956,-75.6901309,K1S 2K1,88,Residential,Detached,1902,4,3,3,0,31.39,10.06,"1,399,000"
781,"470+Rougemount+Crescent,Gardenway+Ottawa",45.462692,-75.4883906,K4A 2Z2,68,Residential,Detached,1992,3,4,5,1,32.16,13.55,"539,900"
782,"3786+Stonecrest+Road,Dunrobin+Ottawa",45.4366095,-76.1128423,K0A 3M0,1,Lots/Acreage,,,,,,,203.05,101.26,"199,900"
783,"302+-+646+Cummings+Avenue,Castle+Heights+Ottawa",45.4411519,-75.6401773,K1K 2K6,74,Residential,Apartment,2010,3,2,1,0,0,0,"349,900"
784,"12+-+1243+Foxborough+Private,Beaconwood+Ottawa",45.4461857,-75.5980888,K1J 1E2,60,Residential,Row Unit,1997,2,2,2,1,0,0,"510,000"
785,"1730+Cedarlakes+Way,Greely+Ottawa",45.2425088,-75.5879514,K4P 0E3,1,Lots/Acreage,,,,,,,68.88,28.08,"310,000"
786,"691+Cameron+Harvey+Drive,Morgans+Grant+Ottawa",45.3764001,-75.9583773,K2K 1X7,2,Residential,Detached,1880,3,2,10,0,66.9,50.6,"439,900"
787,"1804+-+1785+Riverside+Drive,Riverview+Park+Ottawa",45.4021046,-75.6669047,K1G 3T7,9,Residential,Apartment,1975,3,2,1,1,0,0,"519,000"
788,"6+-+72+Greenfield+Avenue,Ottawa+East+Ottawa",45.4177503,-75.678412,K1S 0X7,59,Residential,Row Unit,1984,4,3,2,1,0,0,"600,000"
789,"155+Maskinonge+Crescent,Avalon+Ottawa",45.4438198,-75.4866164,K4A 1G3,7,Residential,Detached,2018,4,5,6,1,32.61,13.11,"879,900"
790,"704+-+445+Laurier+Avenue,Centre+Town+Ottawa",45.4169238,-75.7037088,K1N 6R4,93,Residential,Apartment,2007,2,2,1,1,0,0,"485,000"
791,"76+Wurtemburg+Street,Lower+Town+Ottawa",45.4364856,-75.6782239,K1N 8M2,81,Residential,Detached,1927,3,2,3,0,16.38,9.88,"799,900"
792,"20+-+202+St+Patrick+Street,Byward+Market+Ottawa",45.4302203,-75.6940897,K1N 5K3,93,Residential,Apartment,2012,1,1,0,0,0,0,"359,000"
793,"23+Kettering+Private,Ottawa",45.3541995,-75.6691021,K1V 0X8,38,Residential,Row Unit,1991,3,3,4,2,0,0,"574,900"
794,"LOT+2+Old+Quarry+Road,Maclarens+Landing+River+Front+Ottawa",45.5153503,-76.1919572,K0A 3M0,1,Lots/Acreage,,,,,,,30.18,30.48,"99,000"
795,"1616+Belcourt+Boulevard,Orleans/sunridge+Ottawa",45.4662981,-75.519077,K1C 1M4,36,Residential,Detached,2019,5,4,4,2,83.29,12.19,"889,900"
796,"LOT+-+2+Old+Quarry+Road,Maclarens+Landing+River+Front+Ottawa",45.5153503,-76.1919572,K0A3M0,1,Vacant Land,,,,0,,,,,"99,000"
797,"1830+Marchurst+Road,Rural+Kanata+Ottawa",45.3697727,-75.9943182,K2K 1X7,1,Lots/Acreage,,,,,,,657.95,305.4,"900,000"
798,"6+-+515+Stonefield+Private,Barrhaven+East+Ottawa",45.2728184,-75.7085384,K2G 4R5,37,Residential,Apartment,2010,1,2,1,0,0,0,"359,900"
799,"1503+-+300+Lisgar+Street,Centre+Town+Ottawa",45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2014,2,2,0,0,0,0,"445,000"
800,"841+Grenon+Avenue,Britannia+Heights+Ottawa",45.3557438,-75.7996713,K2B 6G1,69,Commercial,,,,,,,58.52,29.26,"1,495,000"
801,"103+-+320+Miwate+Private,Zibi+Ottawa",45.423376,-75.717421,K1R 6K8,52,Residential,Apartment,2020,2,2,1,1,0,0,"834,900"
802,"209+-+320+Miwate+Private,Zibi+Ottawa",45.423376,-75.717421,K1R 6K8,52,Residential,Apartment,2020,2,2,0,1,0,0,"779,900"
803,"00+Vances+Side+Road,Dunrobin+Shores+Ottawa",45.4499247,-76.0345594,K0A 1T0,1,Lots/Acreage,,,,,,,617.52,356.62,"89,000"
804,"318+Lyon+Street,Centre+Town+Ottawa",45.4138966,-75.7011812,K1R 5W6,94,Multifamily,,1887,,,7,0,34.41,17.12,"1,348,800"
805,"2+-+180+Augusta+Street,Sandy+Hill+Ottawa",45.431024,-75.6792775,K1N 8C1,91,Residential,Apartment,1920,2,1,0,0,0,0,"474,900"
806,"467+Bayview+Drive,Constance+Bay+Ottawa",45.5028136,-76.084024,K0A 3M0,5,Lots/Acreage,,,,,,,38.1,21.34,"129,900"
807,"1970+Lenester+Avenue,Glabar+Park/mckellar+Heights+Ottawa",45.3705787,-75.7599238,K2A 1J9,54,Residential,Detached,1964,5,5,4,2,35.26,22.88,"1,549,000"
808,"2210+Reeve+Craig+N+Road,Rideau+Twp+Ottawa",45.0987579,-75.641345,K0G 1J0,1,Lots/Acreage,,,,,,,153.67,204.56,"350,000"
809,"7280+Third+Line+Road,Ottawa+Ottawa",45.1059274,-75.6510222,K0A 2E0,1,Lots/Acreage,,,,,,,712.01,206.96,"385,000"
810,"210+-+300+Lisgar+Street,Centretown+Ottawa",45.4180724,-75.6937028,K2P 0E2,98,Residential,Apartment,2013,1,1,0,0,0,0,"325,000"
811,"235+Alfred+Street,French+Quarter+-+Vanier+Ottawa",45.4396398,-75.6548974,K1L 6W5,70,Residential,Detached,1940,5,2,4,0,30.85,19.45,"899,900"
812,"1303+-+179+George+Street,Lower+Town+Ottawa",45.4290087,-75.6878022,K1N 1J8,97,Residential,Apartment,2006,1,1,1,1,0,0,"384,900"
813,"112+Crofters+Grove,Woodland+Ottawa",45.4822341,-76.0295193,K0A 1T0,1,Lots/Acreage,,,,,,,152.4,115.79,"250,000"
814,"311+-+300+Lisgar+Street,Centre+Town+Ottawa",45.4171252,-75.6970296,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,0,0,"343,000"
815,"461+Guy+Street,Castle+Heights+Ottawa",45.4339671,-75.647499,K1K 1C1,73,Residential,Detached,,6,3,5,0,33.22,18.29,"799,000"
816,"61+Scissons+Road,Bridlewood+Ottawa",45.2869514,-75.8412947,K2M 2T1,11,Lots/Acreage,,,,,,,45.72,30.48,"750,000"
817,"57+Scissons+Road,Bridlewood+Ottawa",45.2867861,-75.8410873,K2M 2T1,11,Lots/Acreage,,,,,,,45.72,30.48,"750,000"
818,"2570+Alta+Vista+Drive,Alta+Vista+Ottawa",45.3761148,-75.6610836,K1V 7T2,79,Residential,Detached,1972,3,4,7,1,32,21.03,"699,900"
819,"1870+Maple+Grove+Road,Poole+Creek+Ottawa",45.2855976,-75.9252489,K2S 0W3,19,Residential,Detached,2015,4,3,4,2,32,15.24,"939,000"
820,"4+Attwood+Crescent,Parkwood+Hills+Ottawa",45.3652681,-75.7156324,K2E 5A9,30,Residential,Detached,1960,4,2,5,0,30.48,19.81,"595,000"
821,"6911+Du+Bois+Avenue+Avenue,Convent+Glen+Ottawa",45.4790985,-75.5230487,K1C 5L3,46,Residential,Row Unit,1985,3,3,3,1,0,0,"325,000"
822,"315+-+203+Catherine+Street,Centre+Town+Ottawa",45.4079977,-75.6960766,K2P 1J5,91,Residential,Apartment,2019,1,1,1,1,0,0,"439,900"
